Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     805/1605        VerilatedContextImp::fdToFp(unsigned int) [15]
                0.00    0.00     800/800         VL_FSCANF_IX(unsigned int, char const*, ...) [16]
                0.00    0.00      10/20          VL_WRITEF(char const*, ...) [17]
                0.00    0.00     805/1605        VL_CVT_I_FP(unsigned int) [31]
                0.00    0.00       5/25          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [78]
                0.00    0.00       5/5           VL_CVT_PACK_STR_NW[abi:cxx11](int, unsigned int const*) [95]
                0.00    0.00       5/15          VL_FOPEN_NN(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [88]
-----------------------------------------------
                0.00    0.00     800/1605        VL_FSCANF_IX(unsigned int, char const*, ...) [16]
                0.00    0.00     805/1605        Vtb___024root___nba_sequent__TOP__0__PROF__performance_degrade__l62(Vtb___024root*) [14]
[15]     0.0    0.00    0.00    1605         VerilatedContextImp::fdToFp(unsigned int) [15]
                0.00    0.00    1605/41944635     VerilatedContextImp::fdToFpList(unsigned int) [8]
                0.00    0.00    1605/41944848     VerilatedMutex::lock() [26]
                0.00    0.00    1605/125832572     std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [25]
                0.00    0.00    1605/41944817     VerilatedLockGuard::~VerilatedLockGuard() [27]
-----------------------------------------------
                0.00    0.00     800/800         Vtb___024root___nba_sequent__TOP__0__PROF__performance_degrade__l62(Vtb___024root*) [14]
[16]     0.0    0.00    0.00     800         VL_FSCANF_IX(unsigned int, char const*, ...) [16]
                0.00    0.00     800/1605        VerilatedContextImp::fdToFp(unsigned int) [15]
                0.00    0.00    1600/125832572     std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [25]
                0.00    0.00     800/1605        VL_CVT_I_FP(unsigned int) [31]
                0.00    0.00     800/800         _vl_vsscanf(_IO_FILE*, int, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*, __va_list_tag*) [36]
-----------------------------------------------
                0.00    0.00       5/20          Vtb___024root___nba_sequent__TOP__1__PROF__performance_degrade__l65(Vtb___024root*) [5]
                0.00    0.00       5/20          Vtb___024root___eval_phase__nba(Vtb___024root*) [2]
                0.00    0.00      10/20          Vtb___024root___nba_sequent__TOP__0__PROF__performance_degrade__l62(Vtb___024root*) [14]
[17]     0.0    0.00    0.00      20         VL_WRITEF(char const*, ...) [17]
                0.00    0.00      20/41943050     _vl_vsformat(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, char const*, __va_list_tag*) [9]
                0.00    0.00      20/20          VL_PRINTF_MT(char const*, ...) [83]
-----------------------------------------------
[18]     0.0    0.00    0.00     351+197     <cycle 1 as a whole> [18]
                0.00    0.00     330             VlCoroutineHandle::~VlCoroutineHandle() <cycle 1> [43]
                0.00    0.00      97             VlDelayScheduler::delay(unsigned long, std::shared_ptr<VlProcess>, char const*, int)::Awaitable::await_suspend(std::__n4861::coroutine_handle<void>) <cycle 1> [50]
                0.00    0.00      92             Vtb::Vtb(char const*) <cycle 1> [51]
                0.00    0.00      29             Vtb___024root___eval_initial__TOP__Vtiming__1(Vtb___024root*) <cycle 1> [77]
-----------------------------------------------
                0.00    0.00       1/125832572     VerilatedContext::gotFinish(bool) [135]
                0.00    0.00       1/125832572     VerilatedContext::timeunit(int) [134]
                0.00    0.00       1/125832572     VerilatedSyms::~VerilatedSyms() [123]
                0.00    0.00       1/125832572     VerilatedContextImp::commandArgsGuts(int, char const**) [140]
                0.00    0.00       1/125832572     std::function<void ()>::function(std::function<void ()> const&) [82]
                0.00    0.00       2/125832572     VerilatedContextImp::commandArgsAddGuts(int, char const**) [141]
                0.00    0.00       2/125832572     std::_Function_base::~_Function_base() [64]
                0.00    0.00       2/125832572     void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<char const*&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, char const*&) [157]
                0.00    0.00       2/125832572     std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [113]
                0.00    0.00       5/125832572     VL_CVT_PACK_STR_NW[abi:cxx11](int, unsigned int const*) [95]
                0.00    0.00      10/125832572     VerilatedContextImp::fdClose(unsigned int) [90]
                0.00    0.00      15/125832572     VL_FOPEN_NN(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [88]
                0.00    0.00      20/125832572     _vl_string_vprintf[abi:cxx11](char const*, __va_list_tag*) [84]
                0.00    0.00      31/125832572     VlWorkerThread::workerLoop() [279]
                0.00    0.00      31/125832572     VlWorkerThread::addTask(void (*)(void*, bool), void*, bool) [65]
                0.00    0.00      92/125832572     VlDeleter::deleteAll() [52]
                0.00    0.00    1600/125832572     VL_FSCANF_IX(unsigned int, char const*, ...) [16]
                0.00    0.00    1605/125832572     VerilatedContextImp::fdToFp(unsigned int) [15]
                0.00    0.00 41943030/125832572     VerilatedContextImp::fdWrite(unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [7]
                0.00    0.00 83886120/125832572     _vl_vsformat(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, char const*, __va_list_tag*) [9]
[25]     0.0    0.00    0.00 125832572         std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [25]
-----------------------------------------------
                0.00    0.00       1/41944848     VerilatedContext::gotFinish(bool) [135]
                0.00    0.00       1/41944848     VerilatedContext::timeunit(int) [134]
                0.00    0.00       1/41944848     VerilatedContextImp::commandArgsGuts(int, char const**) [140]
                0.00    0.00      10/41944848     VerilatedContextImp::fdClose(unsigned int) [90]
                0.00    0.00      15/41944848     VL_FOPEN_NN(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [88]
                0.00    0.00      31/41944848     VlWorkerThread::workerLoop() [279]
                0.00    0.00      31/41944848     VlWorkerThread::addTask(void (*)(void*, bool), void*, bool) [65]
                0.00    0.00      31/41944848     void std::_V2::condition_variable_any::wait<VerilatedMutex>(VerilatedMutex&) [73]
                0.00    0.00      92/41944848     VlDeleter::deleteAll() [52]
                0.00    0.00    1605/41944848     VerilatedContextImp::fdToFp(unsigned int) [15]
                0.00    0.00 41943030/41944848     VerilatedContextImp::fdWrite(unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [7]
[26]     0.0    0.00    0.00 41944848         VerilatedMutex::lock() [26]
-----------------------------------------------
                0.00    0.00       1/41944817     VerilatedContext::gotFinish(bool) [135]
                0.00    0.00       1/41944817     VerilatedContext::timeunit(int) [134]
                0.00    0.00       1/41944817     VerilatedContextImp::commandArgsGuts(int, char const**) [140]
                0.00    0.00      10/41944817     VerilatedContextImp::fdClose(unsigned int) [90]
                0.00    0.00      15/41944817     VL_FOPEN_NN(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [88]
                0.00    0.00      31/41944817     VlWorkerThread::workerLoop() [279]
                0.00    0.00      31/41944817     VlWorkerThread::addTask(void (*)(void*, bool), void*, bool) [65]
                0.00    0.00      92/41944817     VlDeleter::deleteAll() [52]
                0.00    0.00    1605/41944817     VerilatedContextImp::fdToFp(unsigned int) [15]
                0.00    0.00 41943030/41944817     VerilatedContextImp::fdWrite(unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [7]
[27]     0.0    0.00    0.00 41944817         VerilatedLockGuard::~VerilatedLockGuard() [27]
-----------------------------------------------
                0.00    0.00       1/41944667     vl_finish(char const*, int, char const*) [118]
                0.00    0.00       6/41944667     VL_RAND_RESET_I(int) [93]
                0.00    0.00      10/41944667     VL_FCLOSE_I(unsigned int) [89]
                0.00    0.00      15/41944667     VL_FOPEN_NN(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [88]
                0.00    0.00    1605/41944667     VL_CVT_I_FP(unsigned int) [31]
                0.00    0.00 41943030/41944667     VL_FWRITEF(unsigned int, char const*, ...) [6]
[28]     0.0    0.00    0.00 41944667         Verilated::threadContextp() [28]
-----------------------------------------------
                0.00    0.00    4830/11030       _vl_vsss_skipspace(_IO_FILE*, int&, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [32]
                0.00    0.00    6200/11030       _vl_vsss_read_str(_IO_FILE*, int&, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char*, char const*) [clone .constprop.0] [34]
[29]     0.0    0.00    0.00   11030         _vl_vsss_peek(_IO_FILE*, int&, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [29]
-----------------------------------------------
                0.00    0.00    3235/8635        _vl_vsss_skipspace(_IO_FILE*, int&, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [32]
                0.00    0.00    5400/8635        _vl_vsss_read_str(_IO_FILE*, int&, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char*, char const*) [clone .constprop.0] [34]
[30]     0.0    0.00    0.00    8635         _vl_vsss_advance(_IO_FILE*, int&) [30]
-----------------------------------------------
                0.00    0.00     800/1605        VL_FSCANF_IX(unsigned int, char const*, ...) [16]
                0.00    0.00     805/1605        Vtb___024root___nba_sequent__TOP__0__PROF__performance_degrade__l62(Vtb___024root*) [14]
[31]     0.0    0.00    0.00    1605         VL_CVT_I_FP(unsigned int) [31]
                0.00    0.00    1605/41944667     Verilated::threadContextp() [28]
-----------------------------------------------
                0.00    0.00    1595/1595        _vl_vsscanf(_IO_FILE*, int, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*, __va_list_tag*) [36]
[32]     0.0    0.00    0.00    1595         _vl_vsss_skipspace(_IO_FILE*, int&, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [32]
                0.00    0.00    4830/11030       _vl_vsss_peek(_IO_FILE*, int&, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [29]
                0.00    0.00    3235/8635        _vl_vsss_advance(_IO_FILE*, int&) [30]
-----------------------------------------------
                0.00    0.00       1/1169        Vtb___024root___ctor_var_reset(Vtb___024root*) [100]
                0.00    0.00      20/1169        VlTriggerScheduler::trigger(bool, std::shared_ptr<VlProcess>, char const*, char const*, int)::Awaitable::await_suspend(std::__n4861::coroutine_handle<void>) [87]
                0.00    0.00      31/1169        VlWorkerThread::~VlWorkerThread() [68]
                0.00    0.00      31/1169        void std::_V2::condition_variable_any::wait<VerilatedMutex>(VerilatedMutex&) [73]
                0.00    0.00      40/1169        std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> >::clear() [35]
                0.00    0.00      52/1169        Vtb___024root___eval_initial__TOP__Vtiming__1(Vtb___024root*) <cycle 1> [77]
                0.00    0.00     182/1169        Vtb::Vtb(char const*) <cycle 1> [51]
                0.00    0.00     192/1169        VlDelayScheduler::resume() [60]
                0.00    0.00     194/1169        VlDelayScheduler::delay(unsigned long, std::shared_ptr<VlProcess>, char const*, int)::Awaitable::await_suspend(std::__n4861::coroutine_handle<void>) <cycle 1> [50]
                0.00    0.00     213/1169        VlCoroutine::VlPromise::final_suspend() [44]
                0.00    0.00     213/1169        VlCoroutineHandle::VlCoroutineHandle(VlCoroutineHandle&&) [45]
[33]     0.0    0.00    0.00    1169         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [33]
                0.00    0.00      31/31          std::_Sp_counted_ptr_inplace<std::mutex, std::allocator<std::mutex>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [72]
-----------------------------------------------
                0.00    0.00      20/840         std::_Function_handler<void (), VL_PRINTF_MT(char const*, ...)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [63]
                0.00    0.00      20/840         VL_PRINTF_MT(char const*, ...) [83]
                0.00    0.00     800/840         _vl_vsscanf(_IO_FILE*, int, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*, __va_list_tag*) [36]
[34]     0.0    0.00    0.00     840         _vl_vsss_read_str(_IO_FILE*, int&, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char*, char const*) [clone .constprop.0] [34]
                0.00    0.00    6200/11030       _vl_vsss_peek(_IO_FILE*, int&, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [29]
                0.00    0.00    5400/8635        _vl_vsss_advance(_IO_FILE*, int&) [30]
-----------------------------------------------
                0.00    0.00      90/822         VlTriggerScheduler::resume(char const*) [61]
                0.00    0.00      90/822         Vtb___024root___timing_resume(Vtb___024root*) [46]
                0.00    0.00     321/822         Vtb___024root___timing_commit(Vtb___024root*) [39]
                0.00    0.00     321/822         Vtb___024root___eval_phase__act(Vtb___024root*) [40]
[35]     0.0    0.00    0.00     822         std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> >::clear() [35]
                0.00    0.00      40/1169        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [33]
                0.00    0.00      40/351         VlCoroutineHandle::~VlCoroutineHandle() <cycle 1> [43]
-----------------------------------------------
                0.00    0.00     800/800         VL_FSCANF_IX(unsigned int, char const*, ...) [16]
[36]     0.0    0.00    0.00     800         _vl_vsscanf(_IO_FILE*, int, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*, __va_list_tag*) [36]
                0.00    0.00    1595/1595        _vl_vsss_skipspace(_IO_FILE*, int&, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [32]
                0.00    0.00     800/840         _vl_vsss_read_str(_IO_FILE*, int&, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char*, char const*) [clone .constprop.0] [34]
-----------------------------------------------
                0.00    0.00      90/732         Vtb___024root___timing_resume(Vtb___024root*) [46]
                0.00    0.00     321/732         Vtb___024root___timing_commit(Vtb___024root*) [39]
                0.00    0.00     321/732         Vtb___024root___eval_phase__act(Vtb___024root*) [40]
[37]     0.0    0.00    0.00     732         VlTriggerScheduler::commit(char const*) [37]
                0.00    0.00      24/238         VlCoroutine::VlPromise::final_suspend() [44]
                0.00    0.00      20/213         VlCoroutineHandle::VlCoroutineHandle(VlCoroutineHandle&&) [45]
                0.00    0.00      20/20          __gnu_cxx::__normal_iterator<VlCoroutineHandle*, std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> > > std::copy<std::move_iterator<__gnu_cxx::__normal_iterator<VlCoroutineHandle*, std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> > > >, __gnu_cxx::__normal_iterator<VlCoroutineHandle*, std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> > > >(std::move_iterator<__gnu_cxx::__normal_iterator<VlCoroutineHandle*, std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> > > >, std::move_iterator<__gnu_cxx::__normal_iterator<VlCoroutineHandle*, std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> > > >, __gnu_cxx::__normal_iterator<VlCoroutineHandle*, std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> > >) [86]
-----------------------------------------------
                0.00    0.00       2/458         Vtb___024root::Vtb___024root(Vtb__Syms*, char const*) [124]
                0.00    0.00      90/458         Vtb___024root___eval_phase__nba(Vtb___024root*) [2]
                0.00    0.00     366/458         Vtb___024root___eval_phase__act(Vtb___024root*) [40]
[38]     0.0    0.00    0.00     458         VlTriggerVec<4ul>::clear() [38]
-----------------------------------------------
                0.00    0.00     366/366         Vtb___024root___eval_phase__act(Vtb___024root*) [40]
[39]     0.0    0.00    0.00     366         Vtb___024root___timing_commit(Vtb___024root*) [39]
                0.00    0.00     321/822         std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> >::clear() [35]
                0.00    0.00     321/732         VlTriggerScheduler::commit(char const*) [37]
-----------------------------------------------
                0.00    0.00     366/366         Vtb___024root___eval(Vtb___024root*) [3]
[40]     0.0    0.00    0.00     366         Vtb___024root___eval_phase__act(Vtb___024root*) [40]
                0.00    0.00     366/458         VlTriggerVec<4ul>::clear() [38]
                0.00    0.00     366/366         Vtb___024root___timing_commit(Vtb___024root*) [39]
                0.00    0.00     366/366         Vtb___024root___eval_triggers__act(Vtb___024root*) [41]
                0.00    0.00     321/822         std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> >::clear() [35]
                0.00    0.00     321/732         VlTriggerScheduler::commit(char const*) [37]
                0.00    0.00     185/185         Vtb___024root___timing_resume(Vtb___024root*) [46]
                0.00    0.00      90/90          VlDelayScheduler::resume() [60]
-----------------------------------------------
                0.00    0.00     366/366         Vtb___024root___eval_phase__act(Vtb___024root*) [40]
[41]     0.0    0.00    0.00     366         Vtb___024root___eval_triggers__act(Vtb___024root*) [41]
-----------------------------------------------
                0.00    0.00      20/351         VlTriggerScheduler::trigger(bool, std::shared_ptr<VlProcess>, char const*, char const*, int)::Awaitable::await_suspend(std::__n4861::coroutine_handle<void>) [87]
                0.00    0.00      26/351         Vtb___024root___eval_initial__TOP__Vtiming__1(Vtb___024root*) <cycle 1> [77]
                0.00    0.00      91/351         Vtb::Vtb(char const*) <cycle 1> [51]
                0.00    0.00      97/351         VlDelayScheduler::delay(unsigned long, std::shared_ptr<VlProcess>, char const*, int)::Awaitable::await_suspend(std::__n4861::coroutine_handle<void>) <cycle 1> [50]
                0.00    0.00     117/351         VlCoroutineHandle::VlCoroutineHandle(std::__n4861::coroutine_handle<void>, std::shared_ptr<VlProcess>, VlFileLineDebug) [48]
[42]     0.0    0.00    0.00     351         std::__shared_ptr<VlProcess, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<VlProcess, (__gnu_cxx::_Lock_policy)2> const&) [42]
-----------------------------------------------
                                  97             VlDelayScheduler::delay(unsigned long, std::shared_ptr<VlProcess>, char const*, int)::Awaitable::await_suspend(std::__n4861::coroutine_handle<void>) <cycle 1> [50]
                0.00    0.00       1/351         Vtb___024root___ctor_var_reset(Vtb___024root*) [100]
                0.00    0.00      40/351         std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> >::clear() [35]
                0.00    0.00     192/351         VlDelayScheduler::resume() [60]
[43]     0.0    0.00    0.00     330         VlCoroutineHandle::~VlCoroutineHandle() <cycle 1> [43]
                0.00    0.00       1/117         _GLOBAL__sub_I__ZN9Verilated7s_debugE [47]
                                   1             Vtb::Vtb(char const*) <cycle 1> [51]
                                   1             Vtb___024root___eval_initial__TOP__Vtiming__1(Vtb___024root*) <cycle 1> [77]
-----------------------------------------------
                0.00    0.00       1/238         Vtb___024root___eval_initial__TOP__Vtiming__1(Vtb___024root*) <cycle 1> [77]
                0.00    0.00      24/238         VlTriggerScheduler::commit(char const*) [37]
                0.00    0.00     213/238         VlCoroutineHandle::VlCoroutineHandle(VlCoroutineHandle&&) [45]
[44]     0.0    0.00    0.00     238         VlCoroutine::VlPromise::final_suspend() [44]
                0.00    0.00     213/1169        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [33]
-----------------------------------------------
                0.00    0.00      20/213         VlTriggerScheduler::commit(char const*) [37]
                0.00    0.00      96/213         VlDelayScheduler::resume() [60]
                0.00    0.00      97/213         VlDelayScheduler::delay(unsigned long, std::shared_ptr<VlProcess>, char const*, int)::Awaitable::await_suspend(std::__n4861::coroutine_handle<void>) <cycle 1> [50]
[45]     0.0    0.00    0.00     213         VlCoroutineHandle::VlCoroutineHandle(VlCoroutineHandle&&) [45]
                0.00    0.00     213/1169        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [33]
                0.00    0.00     213/238         VlCoroutine::VlPromise::final_suspend() [44]
-----------------------------------------------
                0.00    0.00     185/185         Vtb___024root___eval_phase__act(Vtb___024root*) [40]
[46]     0.0    0.00    0.00     185         Vtb___024root___timing_resume(Vtb___024root*) [46]
                0.00    0.00      90/822         std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> >::clear() [35]
                0.00    0.00      90/732         VlTriggerScheduler::commit(char const*) [37]
                0.00    0.00      90/90          VlTriggerScheduler::resume(char const*) [61]
-----------------------------------------------
                0.00    0.00       1/117         VlCoroutineHandle::~VlCoroutineHandle() <cycle 1> [43]
                0.00    0.00     116/117         VlCoroutineHandle::resume() [49]
[47]     0.0    0.00    0.00     117         _GLOBAL__sub_I__ZN9Verilated7s_debugE [47]
                0.00    0.00       2/8           std::__mutex_base::__mutex_base() [91]
-----------------------------------------------
                0.00    0.00      20/117         VlTriggerScheduler::trigger(bool, std::shared_ptr<VlProcess>, char const*, char const*, int)::Awaitable::await_suspend(std::__n4861::coroutine_handle<void>) [87]
                0.00    0.00      97/117         VlDelayScheduler::delay(unsigned long, std::shared_ptr<VlProcess>, char const*, int)::Awaitable::await_suspend(std::__n4861::coroutine_handle<void>) <cycle 1> [50]
[48]     0.0    0.00    0.00     117         VlCoroutineHandle::VlCoroutineHandle(std::__n4861::coroutine_handle<void>, std::shared_ptr<VlProcess>, VlFileLineDebug) [48]
                0.00    0.00     117/351         std::__shared_ptr<VlProcess, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<VlProcess, (__gnu_cxx::_Lock_policy)2> const&) [42]
-----------------------------------------------
                0.00    0.00      20/116         VlTriggerScheduler::resume(char const*) [61]
                0.00    0.00      96/116         VlDelayScheduler::resume() [60]
[49]     0.0    0.00    0.00     116         VlCoroutineHandle::resume() [49]
                0.00    0.00     116/117         _GLOBAL__sub_I__ZN9Verilated7s_debugE [47]
                0.00    0.00      90/351         Vtb::Vtb(char const*) <cycle 1> [51]
                0.00    0.00      26/351         Vtb___024root___eval_initial__TOP__Vtiming__1(Vtb___024root*) <cycle 1> [77]
-----------------------------------------------
                                   6             Vtb___024root___eval_initial__TOP__Vtiming__1(Vtb___024root*) <cycle 1> [77]
                                  91             Vtb::Vtb(char const*) <cycle 1> [51]
[50]     0.0    0.00    0.00      97         VlDelayScheduler::delay(unsigned long, std::shared_ptr<VlProcess>, char const*, int)::Awaitable::await_suspend(std::__n4861::coroutine_handle<void>) <cycle 1> [50]
                0.00    0.00     194/1169        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [33]
                0.00    0.00      97/351         std::__shared_ptr<VlProcess, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<VlProcess, (__gnu_cxx::_Lock_policy)2> const&) [42]
                0.00    0.00      97/117         VlCoroutineHandle::VlCoroutineHandle(std::__n4861::coroutine_handle<void>, std::shared_ptr<VlProcess>, VlFileLineDebug) [48]
                0.00    0.00      97/213         VlCoroutineHandle::VlCoroutineHandle(VlCoroutineHandle&&) [45]
                                  97             VlCoroutineHandle::~VlCoroutineHandle() <cycle 1> [43]
-----------------------------------------------
                                   1             VlCoroutineHandle::~VlCoroutineHandle() <cycle 1> [43]
                                   1             Vtb___024root___eval_initial__TOP__Vtiming__1(Vtb___024root*) <cycle 1> [77]
                0.00    0.00      90/351         VlCoroutineHandle::resume() [49]
[51]     0.0    0.00    0.00      92         Vtb::Vtb(char const*) <cycle 1> [51]
                0.00    0.00     182/1169        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [33]
                0.00    0.00      91/351         std::__shared_ptr<VlProcess, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<VlProcess, (__gnu_cxx::_Lock_policy)2> const&) [42]
                0.00    0.00       1/2           VlCoroutine::VlPromise::~VlPromise() [101]
                                  91             VlDelayScheduler::delay(unsigned long, std::shared_ptr<VlProcess>, char const*, int)::Awaitable::await_suspend(std::__n4861::coroutine_handle<void>) <cycle 1> [50]
-----------------------------------------------
                0.00    0.00       1/92          VlDeleter::~VlDeleter() [146]
                0.00    0.00      91/92          Vtb::eval_step() [4]
[52]     0.0    0.00    0.00      92         VlDeleter::deleteAll() [52]
                0.00    0.00      92/41944848     VerilatedMutex::lock() [26]
                0.00    0.00      92/125832572     std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [25]
                0.00    0.00      92/41944817     VerilatedLockGuard::~VerilatedLockGuard() [27]
-----------------------------------------------
                0.00    0.00      91/91          main [1]
[53]     0.0    0.00    0.00      91         VerilatedEvalMsgQueue::process() [53]
-----------------------------------------------
                0.00    0.00      91/91          Verilated::endOfEval(VerilatedEvalMsgQueue*) [58]
[54]     0.0    0.00    0.00      91         VerilatedThreadMsgQueue::flush(VerilatedEvalMsgQueue*) [54]
                0.00    0.00      91/91          VerilatedThreadMsgQueue::threadton() [55]
-----------------------------------------------
                0.00    0.00      91/91          VerilatedThreadMsgQueue::flush(VerilatedEvalMsgQueue*) [54]
[55]     0.0    0.00    0.00      91         VerilatedThreadMsgQueue::threadton() [55]
-----------------------------------------------
                0.00    0.00      91/91          main [1]
[56]     0.0    0.00    0.00      91         Vtb::nextTimeSlot() [56]
-----------------------------------------------
                0.00    0.00      91/91          main [1]
[57]     0.0    0.00    0.00      91         Vtb::eventsPending() [57]
-----------------------------------------------
                0.00    0.00      91/91          main [1]
[58]     0.0    0.00    0.00      91         Verilated::endOfEval(VerilatedEvalMsgQueue*) [58]
                0.00    0.00      91/91          VerilatedThreadMsgQueue::flush(VerilatedEvalMsgQueue*) [54]
-----------------------------------------------
                0.00    0.00      91/91          main [1]
[59]     0.0    0.00    0.00      91         VlDelayScheduler::nextTimeSlot() const [59]
-----------------------------------------------
                0.00    0.00      90/90          Vtb___024root___eval_phase__act(Vtb___024root*) [40]
[60]     0.0    0.00    0.00      90         VlDelayScheduler::resume() [60]
                0.00    0.00     192/1169        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [33]
                0.00    0.00     192/351         VlCoroutineHandle::~VlCoroutineHandle() <cycle 1> [43]
                0.00    0.00      96/213         VlCoroutineHandle::VlCoroutineHandle(VlCoroutineHandle&&) [45]
                0.00    0.00      96/116         VlCoroutineHandle::resume() [49]
-----------------------------------------------
                0.00    0.00      90/90          Vtb___024root___timing_resume(Vtb___024root*) [46]
[61]     0.0    0.00    0.00      90         VlTriggerScheduler::resume(char const*) [61]
                0.00    0.00      90/822         std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> >::clear() [35]
                0.00    0.00      20/116         VlCoroutineHandle::resume() [49]
-----------------------------------------------
